Tony Lama Co. said that Equus Investment II Limited Partnership has proposed changing the offer for the company to $13.65 in cash and stock from an all - cash transaction. 	 Equus Investment II Limited Partnership proposed to change the offer for the Tony Lama Co. to $13.65 in cash and stock.
The committee did not confirm some of the most serious allegations, including Chang's claim that he gave Torricelli tens of thousands of dollars in cash. 	 The most serious allegations, including Chang giving Torricelli tens of thousands of dollars were not confirmed.
The committee did not confirm some of the most serious allegations, including Chang's claim that he gave Torricelli tens of thousands of dollars in cash. 	 The committee did not confirm allegations including Chang's claim that he gave Torricelli large amounts of cash.
The committee did not confirm some of the most serious allegations, including Chang's claim that he gave Torricelli tens of thousands of dollars in cash. 	 The committee didn't confirm the more serious allegations, including Chang's claim of giving Torricelli money.
The committee did not confirm some of the most serious allegations, including Chang's claim that he gave Torricelli tens of thousands of dollars in cash. 	 The committee didn't confirm serious allegations, including Chang's claim he gave Torricelli thousands in cash.
" Senator Torricelli provided the committee with a full explanation of sources of income and any funds used for cash purposes, " she said. 	 The senator provided them with an explanation of sources of any income used for cash purposes.
" Senator Torricelli provided the committee with a full explanation of sources of income and any funds used for cash purposes, " she said. 	 Senator Torricelli gave the committee an explanation of income and funds used for cash purposes.
Elco Industries Inc. said it expects net income in the year ending June 30, 1990, to fall below a recent analyst's estimate of $1.65 a share. 	 Elco Industries Inc. expects net income to fall below $1.65 a share in the year ending June, 30 1990.
Elco Industries Inc. said it expects net income in the year ending June 30, 1990, to fall below a recent analyst's estimate of $1.65 a share. 	 Elco Industries Inc. expects net income ending 6/30/1990 to fall below $1.65 a share.
In fact, the USDA has plans to spread poisoned rice in sunflower fields throughout the northern Great Plains targeting two million migrating blackbirds and threatening nearly 70 other bird species. 	 The USDA has plans to spread poisoned rice in sunflower fields throughout the Great Plains, targeting and threatening over 70 bird species.
In fact, the USDA has plans to spread poisoned rice in sunflower fields throughout the northern Great Plains targeting two million migrating blackbirds and threatening nearly 70 other bird species. 	 USDA plans to spread poisoned rice in sunflower fields across the Great Plains targeting two million black birds and nearly 70 other bird species.
In fact, the USDA has plans to spread poisoned rice in sunflower fields throughout the northern Great Plains targeting two million migrating blackbirds and threatening nearly 70 other bird species. 	 In fact, the USDA plans to spread poisoned rice in sunflower fields effecting two million blackbirds and 70 other species in the Great Plains.
You stood by Defenders when we defeated the wealthy American Farm Bureau in court and saved the lives of the wolves in Yellowstone National Park and central Idaho. 	 You stood by us when we beat the American Farm Bureau and saved the wolves of Yellowstone National Park and central Idaho.
You stood by Defenders when we defeated the wealthy American Farm Bureau in court and saved the lives of the wolves in Yellowstone National Park and central Idaho. 	 You stayed with the Defenders when we won the American Farm Bureau case and saved the wolves in Yellowstone National Park.
You stood by Defenders when we defeated the wealthy American Farm Bureau in court and saved the lives of the wolves in Yellowstone National Park and central Idaho. 	 You stood by Defenders when we defeated the American Farm Bureau in court and saved the wolves in Yellowstone and Idaho.
A financial report is available from the Office of the Attorney General by writing the Charities Bureau, 120 Broadway New York, NY 10271. 	 A financial report is available from the Office of the Attorney General at 120 Broadway New York, NY.
A financial report is available from the Office of the Attorney General by writing the Charities Bureau, 120 Broadway New York, NY 10271. 	 A financial report is available by writing the Charities Bureau, 120 Broadway New York, NY 10271.
convinced Mitsubishi and the Mexican government to abandon plans to build a massive salt production facility on the shores of critical calving and breeding grounds for gray whales. 	 Convinced Mitsubishi and the Mexican government to abandon plans to build on calving and breeding grounds for gray whales.
I hope you’ll use the enclosed name labels, and colorful pet stickers, designed especially for friends of animals. 	 Please use the enclosed name labels and pet stickers designed for friends of animals.
I hope you’ll use the enclosed name labels, and colorful pet stickers, designed especially for friends of animals. 	 I hope you’ll use the name labels and pet stickers designed for friends of animals.
This morning, I closed my office door to interruptions, sat alone at my desk, and did something I think will please you and everyone in your home. 	 This morning, I closed my door to interruptions, sat alone, and did something I think will please you.
This morning, I closed my office door to interruptions, sat alone at my desk, and did something I think will please you and everyone in your home. 	 I closed my office door, sat down, and did something I think will please you and everyone in your home.
This morning, I closed my office door to interruptions, sat alone at my desk, and did something I think will please you and everyone in your home. 	 This morning, I sat at my desk without disturbance and accomplished something the household will enjoy.
This morning, I closed my office door to interruptions, sat alone at my desk, and did something I think will please you and everyone in your home. 	 This morning I closed my office door and did something I think will please you and everyone in your home.
The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors. 	 Jameson Grill is nothing but fun for you, your family, employees, and even your neighbors.
The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors. 	 The Jameson Grill is nothing but fun for your family, employees, and even your neighbors.
The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors. 	 The Grill has been designed to be fun for your family, employees, and your neighbors.
The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors. 	 "The Jameson Grill has been designed to be fun for you, your family, and friends."
We simply can not afford to let the government repeat the mistakes of the past ... and operate this deadly and uncontrolled experiment on wildlife. 	 We can not afford to let the government operate this dangerous experiment on wildlife.
We simply can not afford to let the government repeat the mistakes of the past ... and operate this deadly and uncontrolled experiment on wildlife. 	 We cannot afford to let the government repeat past mistakes and operate this deadly experiment on wildlife.
We simply can not afford to let the government repeat the mistakes of the past ... and operate this deadly and uncontrolled experiment on wildlife. 	 We can not afford to let the government repeat the past and experiment on wildlife.
We also work hard and lobby for better animal welfare laws at the local, state and federal government levels and we insist they enforce existing laws to prevent animal cruelty. 	 We work hard and lobby for animal welfare laws on all governmental levels, and insist they enforce laws preventing animal cruelty.
We also work hard and lobby for better animal welfare laws at the local, state and federal government levels and we insist they enforce existing laws to prevent animal cruelty. 	 We diligently lobby for better animal welfare laws at all government levels, and insist existing cruelty laws are enforced.
